CODFILIAL;NUMPED;CNPJ_FORNECEDOR;FORNECEDOR;CNPJ_CLIENTE;CLIENTE;ESTADO;TOTAL_FATURADO;VALOR_DEVOLVIDO
1;82107240;30791;LABORATORIO TEUTO BRASILEIRO S/A;86285,0;PROVIDA FARMACIA LTDA;CE;3533,59;
1;82107241;30791;LABORATORIO TEUTO BRASILEIRO S/A;86285,0;PROVIDA COMERCIO FARMACEUTICO SOCIEDADE UNIPESSOAL LTDA;CE;1686,82;
1;82107242;30791;LABORATORIO TEUTO BRASILEIRO S/A;80918,0;FARMACIAS E DROGARIAS FELIX LTDA;CE;2865,08;
1;82107243;30791;LABORATORIO TEUTO BRASILEIRO S/A;86285,0;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;CE;3261,66;341,55
1;82107244;53333;GERMED FARMACEUTICA LTDA;97835,0;FONTENELE MEDICAMENTOS LTDA  EPP;CE;678,57;
1;82107245;794919;EMS S/A;80953,0;DROGARIA CARNEIRO LTDA F 5;CE;726,67;
1;82107245;5582;EMS S/A;80953,0;DROGARIA CARNEIRO LTDA F 5;CE;726,67;
1;82107246;794919;EMS S/A;80953,0;DROGARIA CARNEIRO LTDA;CE;1083,85;
1;82107246;5582;EMS S/A;80953,0;DROGARIA CARNEIRO LTDA;CE;1083,85;
1;82107247;794919;EMS S/A;80953,0;DROGARIA CARNEIRO LTDA;CE;893,04;
1;82107247;5582;EMS S/A;80953,0;DROGARIA CARNEIRO LTDA;CE;893,04;
1;82107248;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);86285,0;PROVIDA LTDA;CE;2253,26;
1;82107249;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);86285,0;PROVIDA LTDA;CE;6216,67;
1;82107250;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);86285,0;FARMACIA PROVIDA LTDA;CE;8600,18;
1;82107251;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);86285,0;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;CE;7164,83;
1;82107252;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);86285,0;PROVIDA FARMACIA LTDA;CE;2387,15;
1;82107253;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);86285,0;PROVIDA COMERCIO FARMACEUTICO SOCIEDADE UNIPESSOAL LTDA;CE;4872,39;
1;82107254;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);86285,0;FARMACIA PROVIDA LTDA;CE;3472,69;
1;82107255;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;POUPEFARMA COMERCIO VAREJISTA DE MEDICAMENTOS LTDA;CE;1295,14;
1;82107256;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;POUPEFARMA COMERCIO VAREJISTA DE MEDICAMENTOS LTDA LJ 15;CE;735,02;
1;82107257;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;IMPERATRIZ COMERCIO DE MEDICAMENTOS LTDA EPP;CE;1092,5;
1;82107258;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;DROGARIA ULTRAPOPULAR CANINDE LTDA;CE;736,46;
1;82107259;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;DROGARIA ULTRAPOPULAR ITAPIPOCA LTDA;CE;3221,75;
1;82107260;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;POUPEFARMA AMONTADA LTDA L18;CE;669,98;
1;82107261;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;DROGARIA ULTRAPOPULAR DE SOBRAL LOJA 1 LTDA;CE;331,07;
1;82107262;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;DROGARIA ULTRAPOPULAR AQUIRAZ LTDA ME;CE;1539,68;
1;82107263;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;DROGARIA ULTRAPOPULAR AQUIRAZ LTDA;CE;477,36;
1;82107264;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;DROGARIA ULTRAPOPULAR AQUIRAZ LTDA;CE;951,82;
1;82107265;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;DROGARIA ULTRAPOPULAR CANINDE LOJA2 LTDA  ME;CE;460,23;
1;82107266;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;FARMACIA GOTA MAIS LTDA FILIAL02;CE;2331,39;
1;82107267;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;FARM. GOTA MAIS FILIAL 03;CE;1270,35;
1;82107268;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;FARMACIA GOTA MAIS LTDA;CE;983,96;
1;82107269;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;FARMACIA GOTA MAIS FILIAL 06;CE;1366,58;
1;82107270;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;FARMACIA GOTA MAIS LTDA FL 07;CE;1034,6;
1;82107271;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;FARMACIA GOTA MAIS LTDA;CE;391,39;
1;82107272;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;FARMACIA GOTA MAIS LTDA;CE;696,09;
1;82107273;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;FARMACIA GOTA MAIS LTDA;CE;489,13;
1;82107274;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;DROGARIA ULTRAPOPULAR ITAPAJE LTDA;CE;1610,96;
1;82107275;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;ARIFARMA COMERCIO DE MEDICAMEN LOJA 14;CE;837,91;
1;82107276;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;FARMANOSSA COMERCIO DE MEDICAMENTOS LTDA ME;CE;1102,98;
1;82107277;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;FARMANOSSA PRODUTOS FARMACEUTICOS LTDA ME LJ 12;CE;1288,92;
1;82107278;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;FARMANOSSA PRODUTOS FARMACEUTICOS LTDA;CE;850,48;
1;82107279;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;FARMANOSSA PRODUTOS FARMACEUTICOS LTDA;CE;770,26;
1;82107280;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;DROGRARIA ULTRAPOPULAR PARAIPABA LTDA;CE;2086,29;
1;82107282;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);85007,0;DROGARIA ULTRAPOPULAR PARAIPABA LTDA;CE;210,97;
1;82107285;30791;LABORATORIO TEUTO BRASILEIRO S/A;81356,0;FARMACIA CENTER POPULAR DR THEBERGE LTDA;CE;462,88;81,36
1;82107286;30791;LABORATORIO TEUTO BRASILEIRO S/A;86285,0;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;CE;654,04;
1;82107287;30791;LABORATORIO TEUTO BRASILEIRO S/A;86285,0;FARMACIA PROVIDA LTDA;CE;2033,08;60,02
1;82107289;793120;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;536,08;
1;82107289;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;536,08;
1;82107290;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;1144,39;
1;82107292;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;483,47;
1;82107294;47252;HYPERA S.A;81356,0;FCIA CENTER POPULAR LTDA;CE;565,66;
1;82107296;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;1472,73;
1;82107298;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;1667,08;
1;82107300;47252;HYPERA S.A;80918,0;FARMACIAS E DROGARIAS FELIX LTDA;CE;1170,67;
1;82107303;47252;HYPERA S.A;92077,0;FARMACIA MENORPRECO LTDA ME;CE;13746,71;
1;82107304;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;401,24;
1;82107305;793120;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;344,75;
1;82107305;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;344,75;
1;82107306;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;171,14;
1;82107307;47252;HYPERA S.A;81356,0;FCIA CENTER POPULAR LTDA;CE;200,11;
1;82107309;47252;HYPERA S.A;86285,0;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;CE;11752,93;
1;82107310;47252;HYPERA S.A;86285,0;PROVIDA LTDA;CE;1186,63;
1;82107311;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;465,95;
1;82107312;47252;HYPERA S.A;86285,0;FARMACIA PROVIDA LTDA;CE;5538,04;
1;82107313;47252;HYPERA S.A;80918,0;FARMACIAS E DROGARIAS FELIX LTDA;CE;469,61;
1;82107315;47252;HYPERA S.A;86285,0;PROVIDA LTDA;CE;5914,03;
1;82107316;47252;HYPERA S.A;86285,0;PROVIDA FARMACIA LTDA;CE;1749,19;
1;82107317;47252;HYPERA S.A;86285,0;PROVIDA COMERCIO FARMACEUTICO SOCIEDADE UNIPESSOAL LTDA;CE;3701,26;
1;82107318;47252;HYPERA S.A;86285,0;FARMACIA PROVIDA LTDA;CE;4697,96;
1;82107319;47252;HYPERA S.A;86285,0;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;CE;6908,75;
1;82107320;47252;HYPERA S.A;97835,0;JF MEDICAMENTOS LTDA;CE;1275,46;
1;82107320;793120;HYPERA S.A;97835,0;JF MEDICAMENTOS LTDA;CE;1275,46;
1;82107321;47252;HYPERA S.A;92077,0;FARMACIA MENORPRECO LTDA ME;CE;2289,09;
1;82107321;793120;HYPERA S.A;92077,0;FARMACIA MENORPRECO LTDA ME;CE;2289,09;
1;82107322;793120;HYPERA S.A;97835,0;JS COMERCIO DE MEDICAMENTOS LTDA;CE;1106,62;
1;82107322;47252;HYPERA S.A;97835,0;JS COMERCIO DE MEDICAMENTOS LTDA;CE;1106,62;
1;82107323;793120;HYPERA S.A;130817,0;SB COMERCIO DE MEDICAMENTOS LTDA;CE;1171,52;
1;82107323;47252;HYPERA S.A;130817,0;SB COMERCIO DE MEDICAMENTOS LTDA;CE;1171,52;
1;82107336;793120;HYPERA S.A;97835,0;MEDICAMENTOS FONTENELE LTDA;CE;2078,49;
1;82107336;47252;HYPERA S.A;97835,0;MEDICAMENTOS FONTENELE LTDA;CE;2078,49;
1;82107342;33928;GEOLAB IND FARMACEUTICA S/A;97835,0;DROGARIAS ESPERANCA DIVINA LTDA;CE;376,67;
1;82107343;33928;GEOLAB IND FARMACEUTICA S/A;97835,0;FARMACIA THEBERGE LTDA;CE;567,07;
1;82107344;33928;GEOLAB IND FARMACEUTICA S/A;97835,0;FARMACIA CENTER POPULAR LTDA  EPP;CE;673,16;
1;82107346;33928;GEOLAB IND FARMACEUTICA S/A;97835,0;FONTENELE MEDICAMENTOS LTDA  EPP;CE;597,78;
1;82107349;47252;HYPERA S.A;92322,0;F L PRODUTOS FARMACEUTICOS LTDA  ME;CE;481,22;
1;82107350;47252;HYPERA S.A;97835,0;FARMACIA THEBERGE LTDA;CE;16542,74;
1;82107351;47252;HYPERA S.A;97835,0;FARMACIA THEBERGE LTDA;CE;2391,3;
1;82107352;47252;HYPERA S.A;97835,0;FONTENELE MEDICAMENTOS LTDA  EPP;CE;1049,31;
1;82107352;793120;HYPERA S.A;97835,0;FONTENELE MEDICAMENTOS LTDA  EPP;CE;1049,31;
1;82107354;47252;HYPERA S.A;97835,0;FARMACIA CENTER POPULAR LTDA  EPP;CE;244,37;
1;82107355;47252;HYPERA S.A;97835,0;DROGARIAS ESPERANCA DIVINA LTDA;CE;1295,84;
1;82107355;793120;HYPERA S.A;97835,0;DROGARIAS ESPERANCA DIVINA LTDA;CE;1295,84;
1;82107356;47252;HYPERA S.A;97835,0;FONTENELE MEDICAMENTOS LTDA  EPP;CE;246,44;
1;82107356;793120;HYPERA S.A;97835,0;FONTENELE MEDICAMENTOS LTDA  EPP;CE;246,44;
1;82107357;47252;HYPERA S.A;97835,0;FARMACIA CENTER POPULAR LTDA  EPP;CE;4440,16;
1;82107358;47252;HYPERA S.A;97835,0;DROGARIAS ESPERANCA DIVINA LTDA;CE;3769,0;
1;82107359;47252;HYPERA S.A;97835,0;DROGARIAS ESPERANCA DIVINA LTDA;CE;364,44;
1;82107360;47252;HYPERA S.A;97835,0;DROGARIAS ESPERANCA DIVINA LTDA;CE;1059,62;
1;82107361;793120;HYPERA S.A;97835,0;FARMACIA THEBERGE LTDA;CE;4521,19;
1;82107361;47252;HYPERA S.A;97835,0;FARMACIA THEBERGE LTDA;CE;4521,19;
1;82107363;47252;HYPERA S.A;81356,0;FCIA CENTER POPULAR LTDA;CE;3291,46;
1;82107364;47252;HYPERA S.A;97835,0;FONTENELE MEDICAMENTOS LTDA  EPP;CE;597,97;
1;82107365;47252;HYPERA S.A;97835,0;JS COMERCIO DE MEDICAMENTOS LTDA;CE;1518,0;
1;82107366;53333;GERMED FARMACEUTICA LTDA;97835,0;MEDICAMENTOS FONTENELE LTDA;CE;533,6;
1;82107367;47252;HYPERA S.A;97835,0;JS COMERCIO DE MEDICAMENTOS LTDA;CE;890,46;
1;82107368;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);80953,0;DROGARIA CARNEIRO LTDA F 5;CE;310,87;
1;82107369;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);80953,0;DROGARIA CARNEIRO LTDA;CE;310,87;
1;82107370;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);80953,0;DROGARIA CARNEIRO LTDA;CE;248,42;
1;82107371;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);80953,0;DROGARIA CARNEIRO LTDA F 5;CE;263,7;
1;82107372;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);80953,0;DROGARIA CARNEIRO LTDA;CE;254,07;
1;82107388;47252;HYPERA S.A;97835,0;JS COMERCIO DE MEDICAMENTOS LTDA;CE;390,61;
1;82107389;47252;HYPERA S.A;97835,0;JF MEDICAMENTOS LTDA;CE;1847,86;
1;82107390;47252;HYPERA S.A;97835,0;JF MEDICAMENTOS LTDA;CE;860,14;
1;82107391;47252;HYPERA S.A;97835,0;MEDICAMENTOS FONTENELE LTDA;CE;1275,61;
1;82107392;47252;HYPERA S.A;97835,0;MEDICAMENTOS FONTENELE LTDA;CE;2622,3;
1;82107393;47252;HYPERA S.A;130817,0;SB COMERCIO DE MEDICAMENTOS LTDA;CE;1147,06;
1;82107394;47252;HYPERA S.A;130817,0;SB COMERCIO DE MEDICAMENTOS LTDA;CE;1278,95;
1;82107395;47252;HYPERA S.A;130817,0;SB COMERCIO DE MEDICAMENTOS LTDA;CE;477,52;
1;82107427;47252;HYPERA S.A;130817,0;SB COMERCIO DE MEDICAMENTOS LTDA;CE;2382,46;
1;82107428;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;2723,49;
1;82107429;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;2493,29;16,04
1;82107430;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;1043,88;
1;82107431;47252;HYPERA S.A;81356,0;FCIA CENTER POPULAR LTDA;CE;2527,62;
1;82107432;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;1934,74;
1;82107433;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;3075,92;
1;82107434;47252;HYPERA S.A;80918,0;FARMACIAS E DROGARIAS FELIX LTDA;CE;3283,5;
1;82107435;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;1095,72;
1;82107436;53333;GERMED FARMACEUTICA LTDA;97835,0;JF MEDICAMENTOS LTDA;CE;1110,82;
1;82107437;793056;OPELLA HEALTHCARE BRAZIL LTDA - SANOFI;86285,0;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;CE;168,94;
1;82107439;793056;OPELLA HEALTHCARE BRAZIL LTDA - SANOFI;86285,0;PROVIDA COMERCIO FARMACEUTICO SOCIEDADE UNIPESSOAL LTDA;CE;129,96;
1;82107440;793056;OPELLA HEALTHCARE BRAZIL LTDA - SANOFI;86285,0;FARMACIA PROVIDA LTDA;CE;90,97;
1;82107441;793056;OPELLA HEALTHCARE BRAZIL LTDA - SANOFI;86285,0;PROVIDA LTDA;CE;77,97;
1;82107442;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;1101,56;
1;82107443;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;1477,94;
1;82107444;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;432,11;
1;82107445;47252;HYPERA S.A;81356,0;FCIA CENTER POPULAR LTDA;CE;1196,44;
1;82107446;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;2403,34;
1;82107447;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;1736,23;
1;82107448;47252;HYPERA S.A;80918,0;FARMACIAS E DROGARIAS FELIX LTDA;CE;1119,55;
1;82107449;47252;HYPERA S.A;92323,0;LUCIANA IRINEU DA SILVA ME*;CE;1728,65;
1;82107454;789423;KLEY HERTZ DISTRIBUIDORA LTDA;86285,0;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;CE;701,06;
1;82107460;53333;GERMED FARMACEUTICA LTDA;86285,0;PROVIDA LTDA;CE;1222,58;
1;82107461;53333;GERMED FARMACEUTICA LTDA;86285,0;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;CE;16504,88;
1;82107462;53333;GERMED FARMACEUTICA LTDA;86285,0;FARMACIA PROVIDA LTDA;CE;13972,39;
1;82107463;53333;GERMED FARMACEUTICA LTDA;86285,0;PROVIDA LTDA;CE;12924,46;
1;82107464;53333;GERMED FARMACEUTICA LTDA;86285,0;FARMACIA PROVIDA LTDA;CE;7859,47;
1;82107465;53333;GERMED FARMACEUTICA LTDA;86285,0;PROVIDA FARMACIA LTDA;CE;8208,78;113,53
1;82107466;53333;GERMED FARMACEUTICA LTDA;86285,0;PROVIDA COMERCIO FARMACEUTICO SOCIEDADE UNIPESSOAL LTDA;CE;8400,9;
1;82107472;789662;SANOFI MEDLEY FARMACEUTICA LTDA;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;66,44;
1;82107473;789662;SANOFI MEDLEY FARMACEUTICA LTDA;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;66,44;
1;82107474;789662;SANOFI MEDLEY FARMACEUTICA LTDA;80918,0;FARMACIAS E DROGARIAS FELIX LTDA;CE;66,44;
1;82107480;47252;HYPERA S.A;130817,0;SB COMERCIO DE MEDICAMENTOS LTDA;CE;1642,29;
1;82107480;793120;HYPERA S.A;130817,0;SB COMERCIO DE MEDICAMENTOS LTDA;CE;1642,29;
1;82107482;793120;HYPERA S.A;97835,0;FARMACIA CENTER POPULAR LTDA  EPP;CE;1814,93;
1;82107482;47252;HYPERA S.A;97835,0;FARMACIA CENTER POPULAR LTDA  EPP;CE;1814,93;
1;82107487;33928;GEOLAB IND FARMACEUTICA S/A;86285,0;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;CE;3580,2;
1;82107524;53333;GERMED FARMACEUTICA LTDA;130817,0;SB COMERCIO DE MEDICAMENTOS LTDA;CE;365,45;
1;82107527;789662;SANOFI MEDLEY FARMACEUTICA LTDA;80953,0;DROGARIA CARNEIRO LTDA;CE;548,1;
1;82107530;789662;SANOFI MEDLEY FARMACEUTICA LTDA;80953,0;DROGARIA CARNEIRO LTDA;CE;450,51;
1;82107531;789662;SANOFI MEDLEY FARMACEUTICA LTDA;80953,0;DROGARIA CARNEIRO LTDA F 5;CE;170,7;
1;82107532;789662;SANOFI MEDLEY FARMACEUTICA LTDA;80953,0;DROGARIA CARNEIRO LTDA F 5;CE;232,42;
1;82107533;789662;SANOFI MEDLEY FARMACEUTICA LTDA;80953,0;DROGARIA CARNEIRO LTDA;CE;166,38;
1;82107534;794919;EMS S/A;85007,0;FARMACIA GOTA MAIS LTDA;CE;559,92;
1;82107534;5582;EMS S/A;85007,0;FARMACIA GOTA MAIS LTDA;CE;559,92;
1;82107535;794919;EMS S/A;85007,0;DROGARIA ULTRAPOPULAR PARAIPABA LTDA EPP;CE;302,0;
1;82107535;5582;EMS S/A;85007,0;DROGARIA ULTRAPOPULAR PARAIPABA LTDA EPP;CE;302,0;
1;82107536;794919;EMS S/A;85007,0;DROGARIA ULTRAPOPULAR CANINDE LTDA;CE;420,79;
1;82107536;5582;EMS S/A;85007,0;DROGARIA ULTRAPOPULAR CANINDE LTDA;CE;420,79;
1;82107537;794919;EMS S/A;85007,0;IMPERATRIZ COMERCIO DE MEDICAMENTOS LTDA EPP;CE;794,13;
1;82107537;5582;EMS S/A;85007,0;IMPERATRIZ COMERCIO DE MEDICAMENTOS LTDA EPP;CE;794,13;
1;82107538;5582;EMS S/A;85007,0;POUPEFARMA COMERCIO VAREJISTA DE MEDICAMENTOS LTDA LJ 15;CE;356,86;
1;82107538;794919;EMS S/A;85007,0;POUPEFARMA COMERCIO VAREJISTA DE MEDICAMENTOS LTDA LJ 15;CE;356,86;
1;82107539;5582;EMS S/A;85007,0;ARIFARMA COMERCIO DE MEDICAMEN LOJA 14;CE;448,25;
1;82107539;794919;EMS S/A;85007,0;ARIFARMA COMERCIO DE MEDICAMEN LOJA 14;CE;448,25;
1;82107540;5582;EMS S/A;85007,0;DROGARIA ULTRAPOPULAR ITAPAJE LTDA;CE;577,24;
1;82107540;794919;EMS S/A;85007,0;DROGARIA ULTRAPOPULAR ITAPAJE LTDA;CE;577,24;
1;82107541;5582;EMS S/A;85007,0;FARMANOSSA PRODUTOS FARMACEUTICOS LTDA ME LJ 12;CE;247,13;
1;82107541;794919;EMS S/A;85007,0;FARMANOSSA PRODUTOS FARMACEUTICOS LTDA ME LJ 12;CE;247,13;
1;82107542;5582;EMS S/A;85007,0;FARMACIA GOTA MAIS FILIAL 06;CE;672,43;
1;82107542;794919;EMS S/A;85007,0;FARMACIA GOTA MAIS FILIAL 06;CE;672,43;
1;82107543;5582;EMS S/A;85007,0;FARMACIA GOTA MAIS LTDA FL 07;CE;327,95;
1;82107543;794919;EMS S/A;85007,0;FARMACIA GOTA MAIS LTDA FL 07;CE;327,95;
1;82107544;5582;EMS S/A;85007,0;FARM. GOTA MAIS FILIAL 03;CE;510,96;
1;82107544;794919;EMS S/A;85007,0;FARM. GOTA MAIS FILIAL 03;CE;510,96;
1;82107545;794919;EMS S/A;85007,0;FARMACIA GOTA MAIS LTDA;CE;366,43;
1;82107545;5582;EMS S/A;85007,0;FARMACIA GOTA MAIS LTDA;CE;366,43;
1;82107546;794919;EMS S/A;85007,0;FARMACIA GOTA MAIS LTDA FL 4;CE;259,81;
1;82107546;5582;EMS S/A;85007,0;FARMACIA GOTA MAIS LTDA FL 4;CE;259,81;
1;82107547;794919;EMS S/A;85007,0;FARMACIA GOTA MAIS LTDA FILIAL02;CE;314,44;
1;82107547;5582;EMS S/A;85007,0;FARMACIA GOTA MAIS LTDA FILIAL02;CE;314,44;
1;82107548;5582;EMS S/A;85007,0;DROGARIA ULTRAPOPULAR AQUIRAZ LTDA ME;CE;368,35;
1;82107548;794919;EMS S/A;85007,0;DROGARIA ULTRAPOPULAR AQUIRAZ LTDA ME;CE;368,35;
1;82107549;794919;EMS S/A;85007,0;FARMANOSSA COMERCIO DE MEDICAMENTOS LTDA ME;CE;360,1;
1;82107549;5582;EMS S/A;85007,0;FARMANOSSA COMERCIO DE MEDICAMENTOS LTDA ME;CE;360,1;
1;82107550;5582;EMS S/A;85007,0;FARMACIA GOTA MAIS LTDA;CE;269,22;
1;82107550;794919;EMS S/A;85007,0;FARMACIA GOTA MAIS LTDA;CE;269,22;
1;82107551;794919;EMS S/A;85007,0;DROGARIA ULTRAPOPULAR ITAPIPOCA LTDA;CE;2009,14;
1;82107551;5582;EMS S/A;85007,0;DROGARIA ULTRAPOPULAR ITAPIPOCA LTDA;CE;2009,14;
1;82107556;789662;SANOFI MEDLEY FARMACEUTICA LTDA;80953,0;DROGARIA CARNEIRO LTDA;CE;135,62;
1;82107557;5582;EMS S/A;85007,0;DROGRARIA ULTRAPOPULAR PARAIPABA LTDA;CE;609,57;
1;82107557;794919;EMS S/A;85007,0;DROGRARIA ULTRAPOPULAR PARAIPABA LTDA;CE;609,57;
1;82107558;5582;EMS S/A;85007,0;POUPEFARMA COMERCIO VAREJISTA DE MEDICAMENTOS LTDA;CE;669,12;
1;82107558;794919;EMS S/A;85007,0;POUPEFARMA COMERCIO VAREJISTA DE MEDICAMENTOS LTDA;CE;669,12;
1;82107589;789662;SANOFI MEDLEY FARMACEUTICA LTDA;86285,0;PROVIDA LTDA;CE;994,77;
1;82107590;789662;SANOFI MEDLEY FARMACEUTICA LTDA;86285,0;FARMACIA PROVIDA LTDA;CE;5415,23;
1;82107591;789662;SANOFI MEDLEY FARMACEUTICA LTDA;86285,0;PROVIDA LTDA;CE;5814,67;
1;82107592;789662;SANOFI MEDLEY FARMACEUTICA LTDA;86285,0;PROVIDA FARMACIA LTDA;CE;3057,49;6,8
1;82107593;789662;SANOFI MEDLEY FARMACEUTICA LTDA;86285,0;PROVIDA COMERCIO FARMACEUTICO SOCIEDADE UNIPESSOAL LTDA;CE;4207,84;
1;82107594;789662;SANOFI MEDLEY FARMACEUTICA LTDA;86285,0;FARMACIA PROVIDA LTDA;CE;1411,68;
1;82107595;789662;SANOFI MEDLEY FARMACEUTICA LTDA;86285,0;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;CE;5825,35;24,99
1;82107607;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;217,37;
1;82107608;47252;HYPERA S.A;81356,0;FCIA CENTER POPULAR LTDA;CE;217,37;
1;82107609;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;217,37;
1;82107610;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;217,37;
1;82107611;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;217,37;
1;82107612;47252;HYPERA S.A;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;217,37;
1;82107689;47252;HYPERA S.A;85007,0;FARMANOSSA PRODUTOS FARMACEUTICOS LTDA ME LJ 12;CE;308,4;
1;82107690;47252;HYPERA S.A;85007,0;FARM. GOTA MAIS FILIAL 03;CE;431,13;
1;82107691;47252;HYPERA S.A;85007,0;FARMACIA GOTA MAIS LTDA FL 4;CE;230,73;
1;82107692;47252;HYPERA S.A;85007,0;FARMACIA GOTA MAIS LTDA;CE;394,46;
1;82107699;47252;HYPERA S.A;85007,0;FARMANOSSA COMERCIO DE MEDICAMENTOS LTDA ME;CE;571,92;
1;82107701;47252;HYPERA S.A;85007,0;DROGARIA ULTRAPOPULAR ITAPIPOCA LTDA;CE;1042,6;
1;82107702;47252;HYPERA S.A;85007,0;DROGRARIA ULTRAPOPULAR PARAIPABA LTDA;CE;696,77;
