fornecedor_nome;fornecedor_cnpj;cliente_nome;cliente_cnpj;estado;total_valor_pedido;total_pedidos_qtd
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMAROSSI;93516;CE;10113.00;2
NEOQUIMICA;47252;FARMACIA SOLONOPOLE;80564;CE;9090.00;1
NATULAB LABORATORIO LTDA;33057;DROGARIA FEITOSA;80467;CE;6255.76;2
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;HIPER POPULAR DROGARIAS;96554;MA;2383.26;1
LABORATORIO GLOBO LTDA;31305;M. MICHELLE SARAIVA MOREIRA ME;80588;CE;1408.83;1
GEOLAB IND FARMACEUTICA S/A;33928;GRUPO TOTAL;10000;CE;30046.28;14
SOFTYS BRASIL LTDA;789603;PREMIUM COMERCIO VAREJISTA DE MEDICAMENTOS LTDA - ME;91098;CE;4088.30;1
ACCUMED PROD MED HOSP LTDA;48933;FORMULA VERDE;80565;CE;3088.98;1
LABORATORIO GLOBO LTDA;31305;FARMACIA L. PROFETA;101582;PE;4650.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;NOSSA FARMACIA;90446;CE;310.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA ALIANCA;1372;BA;1298.00;1
SOFTYS BRASIL LTDA;789603;N M DE SOUZA COSMETICOS;121724;PE;202000.00;1
ACCUMED PROD MED HOSP LTDA;48933;DROGARIA AGUIA;93183;CE;4593.02;2
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;95621;PI;5231.92;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA PORTELA EIRELI;94259;CE;3315.45;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;MARCIA JORDANA ARAUJO LIMA;95658;CE;1778.55;1
EMS S/A;5582;ECONOMIA FARMA;97067;CE;6000.00;1
NEOQUIMICA;47252;MEDFARMA DRUGSTORE LTDA - ME;91314;CE;1464.30;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;SOARES DROGARIA & PE;92923;MA;1487.44;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;OLIVEIRA & QUEIROGA LTDA;103931;CE;1605.40;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARM FERNANDES;86926;CE;10031.44;1
LOLLY BABY PRODUTOS INFANTIS L;30083;FARMACIA SANTA TERESINHA III;56456;PI;3302.43;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA SANTA TERESINHA III;56456;PI;1863.74;1
NEOQUIMICA;47252;FARMACIA LOCAL;80967;CE;2252.09;1
EMS S/A;5582;FARMACIA VITORIA;84077;CE;3715.60;1
NATULAB LABORATORIO LTDA;33057;MARIA DAS GRACAS M OLIVEIRA ME;95167;CE;1988.30;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;GRUPO TOTAL;10000;CE;54427.78;17
MILI S/A;789168;MERCANTIL SAO TOME;84597;CE;23108.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARM.MEDICAL;81399;CE;5910.44;1
NEOQUIMICA;47252;DROGARIA SAO FRANCISCO;81093;CE;2384.63;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;ANTONIO JOSE CARNEIRO;91168;CE;1847.64;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA CASTELO BRANCO;97038;CE;3017.53;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;COMERCIAL FARMACEUTICO JARDIM LTDA;91145;CE;1242.96;1
GERMED FARMACEUTICA LTDA;53333;ULTRAFARMA;80143;CE;4350.70;1
LABORATORIO GLOBO LTDA;31305;FARMÁCIA MENOR PREÇO;7971;BA;3321.98;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA PALESTINA;90050;CE;2918.00;1
NATULAB LABORATORIO LTDA;33057;FARM.MEDICAL;81399;CE;2484.00;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA PRO VIDA LJ 01 (MATRIZ);86285;CE;220000.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA DO TRABALHADOR BOM PRECO;94091;CE;2487.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA PALESTINA;90050;CE;540.08;1
NEOQUIMICA;47252;MEDIC FARMA;120174;CE;3635.94;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;DROGARIA BEM ESTAR;91310;CE;4349.38;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA ALDESUL (MATRIZ);80576;CE;1600.00;1
LABORATORIO GLOBO LTDA;31305;ULTRA POPULAR;100665;PE;671.72;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA DONATO;8265;CE;1003.32;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA VITORIA;84077;CE;20221.00;2
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;GRUPO FARMA & CIA LTDA;96614;MA;512.26;1
NEOQUIMICA;47252;FARMACIA CENTER POPULAR (LJ 3) C CASCAVE;81356;CE;5490.00;1
NEOQUIMICA;47252;FARMACIA PALMACIA;87198;CE;2481.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA SAO FRANCISCO;95462;CE;18301.26;1
NEOQUIMICA;47252;FARM.CRUZ VERMELHA;81041;CE;58046.47;2
WELLA BRASIL LTDA;794029;DROGARIA FEITOSA;80467;CE;5000.00;2
BIOSINTETICA FARMACEUTICA LTDA;7676;BEM FARMA;54755;PI;1800.00;1
EMS S/A;5582;FARM.LIMOEIRENSE;80983;CE;718.18;1
GEOLAB IND FARMACEUTICA S/A;33928;DROGARIA RENDE MAIS ;119511;MA;3706.97;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;REBEKA NEVES DE MENEZES ME;99574;CE;5464.80;2
GEOLAB IND FARMACEUTICA S/A;33928;MEGA FARMA;74314;MA;5921.51;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;TELEFARMA;96743;CE;2054.48;1
SOFTYS BRASIL LTDA;789603;ARAUJO E ANDRADE EMPREENDIMENT;93405;CE;10218.30;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;LOJA 7;85007;CE;300000.00;1
ACCUMED PROD MED HOSP LTDA;48933;DROGARIA FEITOSA;80467;CE;37179.94;2
NEOQUIMICA;47252;DROGARIA SIAO;5298;BA;8179.61;1
HIDROLIGHT DO BRASIL S.A;791209;DROGARIAS FEITOSA;80467;CE;708.48;1
SOFTYS BRASIL LTDA;789603;FARMACIAS NORDESTE;10011;BA;3749.76;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;DROGARIA SANTA TEREZINHA;89399;CE;6034.26;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA E DROGARIA VARGEMFARMA LTDA;94041;MA;8096.17;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMACIA CENTER POPULAR (LJ 01)ESPERANCA;81356;CE;2483.94;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;AMERICA DROGARIAS 2;97011;PI;2263.59;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA MONTEIRO;71056;CE;800.00;1
NATULAB LABORATORIO LTDA;33057;MEDFARMA DRUGSTORE LTDA - ME;91314;CE;1650.00;1
SOFTYS BRASIL LTDA;789603;FAMANATO;93555;CE;2404.69;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;DROG VILA PALMEIRA;75086;MA;1881.00;1
SOFTYS BRASIL LTDA;789603;SUPERFARM POPULAR;92109;CE;26233.80;1
NATULAB LABORATORIO LTDA;33057;FARMACIA DO PRECO POPULAR;123399;CE;3555.00;1
GEOLAB IND FARMACEUTICA S/A;33928;POP FARMA;118828;PI;10459.92;1
GERMED FARMACEUTICA LTDA;53333;FARMACIA CAMPELO;81304;CE;1460.76;1
LABORATORIO GLOBO LTDA;31305;FARMACIA IDEAL;97922;CE;4199.96;1
GEOLAB IND FARMACEUTICA S/A;33928;FARM.LIMOEIRENSE;80983;CE;2296.00;1
SOFTYS BRASIL LTDA;789603;DROGATEL FCIA;62251;PI;30777.54;1
NEOQUIMICA;47252;MEDMAIS POPULAR;119577;BA;21292.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA SAO MATEUS;80442;CE;1375.00;1
SOFTYS BRASIL LTDA;789603;EXTRA SAO JOSE;87326;CE;10000.00;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;DROGARIA FELIX (LJ 7) ULTRA MARAPONGA;80918;CE;1128.42;1
MILI S/A;789168;FERNANDES FARMA;96481;CE;2675.71;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA ALDESUL (FILIAL 10);80576;CE;24523.59;1
SOFTYS BRASIL LTDA;789603;ANTONIO JOSE CARNEIRO;91168;CE;10000.00;1
EMS S/A;5582;DROGARIAS ULTRA POPULAR ;95647;MA;9277.43;2
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;SUPERFARMA;86849;CE;3646.00;1
NEOQUIMICA;47252;LOJA 7;85007;CE;48000.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA MAIS SAUDE MEDICAMENTOS EIRELI;95440;CE;2500.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DROGASOL;92558;MA;2198.62;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FARMA FAMA;93659;MA;5598.54;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMACIA MINAS BAHIA;10925;BA;8025.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;VITTA FARMA POPULAR;96388;MA;1357.22;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;DHFARMA;101655;PE;23435.60;2
TORRENT DO BRASIL LTDA;792019;FARMACIA SOLONOPOLE;80564;CE;666.36;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DROGARIAS ULTRA POPULAR;96359;MA;6747.16;1
GERMED FARMACEUTICA LTDA;53333;DROGARIA A FAVORITA;92940;MA;2358.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FARMACIA SAO MIGUEL;72753;MA;1299.02;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DROGARIAS MAXI POPULAR;96359;MA;18917.60;2
NEOQUIMICA;47252;CELSO FLORENTINO TEIXEIRA SOBRINHO;88717;CE;3588.00;1
SOFTYS BRASIL LTDA;789603;MERCANTIL OPCAO;85872;CE;5099.00;1
ACCUMED PROD MED HOSP LTDA;48933;FCIA GENERICA DE TUT;92914;MA;1267.34;1
LOLLY BABY PRODUTOS INFANTIS L;30083;SILVA E GALVAO LTDA ME;80555;CE;2110.47;1
NATULAB LABORATORIO LTDA;33057;FARMACIA MAIS POPULAR;99821;BA;2007.26;1
NEOQUIMICA;47252;FARMACIA PORTELA EIRELI;94259;CE;3913.53;1
TORRENT DO BRASIL LTDA;792019;DROGARIAS ULTRA POPULAR;97835;CE;70.70;2
GEOLAB IND FARMACEUTICA S/A;33928;DROGARIA SAO LUIS;80693;CE;990.15;1
NEOQUIMICA;47252;FARMACIA NOVA VIDA;10663;BA;150000.00;1
NEOQUIMICA;47252;FARM.VASCONCELOS;80502;CE;5215.16;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA FARMAZIL;123683;CE;2048.48;1
NEOQUIMICA;47252;SUPER PRECO BAIXO;98035;CE;1973.40;1
SOFTYS BRASIL LTDA;789603;HAPPY FARMA;100146;CE;5099.00;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA CARIRI;85799;CE;2008.11;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FARMACIA POPULAR CENTRAL 3;91357;CE;2000.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;DROGARIA FORTALEZA;85405;CE;1053.88;1
EMS S/A;5582;FARMA POPULAR;120344;CE;1208.30;1
TORRENT DO BRASIL LTDA;792019;FARMACIA AVENIDA;91145;CE;556.73;1
NEOQUIMICA;47252;FARMASHOW;123310;CE;2901.22;1
SOFTYS BRASIL LTDA;789603;ULTRA POPULAR;7057;BA;3900.02;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA DUDA & GABI;2961;BA;21039.60;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;LUANA BARBOSA BOMFIM ME;80143;CE;2819.97;1
NEOQUIMICA;47252;DROGARIA MAIS POPULAR;92319;MA;12033.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;DROGARIAS ULTRA POPULAR ;95647;MA;1930.86;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA LOCAL;80967;CE;2178.01;1
SOFTYS BRASIL LTDA;789603;FARMACIA BETEL;1136;BA;9012.92;3
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA CASTELO BRANCO;97038;CE;398.21;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA SANTA TERESINHA III;56456;PI;2213.92;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA HELIO;80551;CE;6623.28;1
WELLA BRASIL LTDA;794029;FARMACIA BEM ESTAR;104393;CE;1000.00;1
LABORATORIO GLOBO LTDA;31305;FCIA LARISSA;92553;MA;587.09;1
NEOQUIMICA;47252;F NIKELLY PEREIRA DE ALMEIDA;93752;CE;15129.00;2
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA MINAS BAHIA;10925;BA;12000.00;1
NEOQUIMICA;47252;TRADICAO MEDICAMENTOS LTD;101367;PE;12600.00;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA DO BAIRRO;86237;CE;1074.20;1
NEOQUIMICA;47252;MEGA FARMA;74314;MA;5411.18;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARM.MEDICAL;81399;CE;4221.12;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;SANFARMA SANTO ANTONIO FARMAC-;83144;CE;18000.00;1
LABORATORIO GLOBO LTDA;31305;FARMACIA SANTOS;94756;MA;2362.04;1
SOFTYS BRASIL LTDA;789603;FARMACIA MENOR PRECO;7971;BA;22861.12;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;CEGIANE GESSICA A MONTEIRO ME;77160;CE;868.82;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FCIA DO TRABALHOR DE;92963;MA;1240.08;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FCIA DO TRABALHOR DE;92963;MA;1029.51;1
TORRENT DO BRASIL LTDA;792019;PROVIDA;86285;CE;4065.98;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;VAREJAO DOS COMPRIMIDOS MARTINS;93262;CE;2159.92;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA MEDICAMENTOS REGIS;89950;CE;1354.18;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA SANTOS;94756;MA;6674.91;1
HIDROLIGHT DO BRASIL S.A;791209;FARM CAVALCANTE;103866;PE;3000.00;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMACIA CENTER POPULAR;97835;CE;5078.92;2
NEOQUIMICA;47252;FARMACIA S. O. S. DO TRABALHADOR;101229;PE;25000.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;DROGARIA FRANCILIO SUPER;95621;PI;5990.52;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARM.ELTON;80588;CE;18374.16;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;GELSUE NOBRE DO NASCIMENTO;95490;CE;2346.48;1
NEOQUIMICA;47252;DROGARIA MAGALHAES;123951;CE;2245.85;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA PREMIUM;91098;CE;2616.73;2
WELLA BRASIL LTDA;794029;FARMACIA MODERNA;81846;CE;1000.00;1
NATULAB LABORATORIO LTDA;33057;FCNN COMERCIO DE MEDICAMENTOS EIRELI;93555;CE;8778.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;DROGARIA SAO FRANCISCO;81074;CE;584.14;1
GEOLAB IND FARMACEUTICA S/A;33928;HOSPMEDICA DISTRIBUIDORA DE MEDICAMENTOS;76317;CE;11940.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA ALDESUL (DROGAMASTER);80576;CE;673.50;1
BIOSINTETICA FARMACEUTICA LTDA;7676;BENFARMA;98006;CE;3188.95;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;HIPER FARMA;99632;CE;1084.80;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;COMERCIO VAREJISTA DE MEDICAMENTOS FARMACIA CENTRAL LTDA;93389;CE;20000.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;SOARES DROGARIA & PE;92923;MA;1339.82;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA DA PRAÇA;63894;PI;3812.16;1
LABORATORIO GLOBO LTDA;31305;FARMACIA FARMA FORTE;131180;CE;3470.05;1
SOFTYS BRASIL LTDA;789603;AGAFARMA;102104;PE;25000.00;1
WELLA BRASIL LTDA;794029;ATACADO DO VALE COMERCIO DE ALIMENTOS ;118282;CE;3000.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;F C FERREIRA LOPES ME;54445;PI;20000.00;1
NATULAB LABORATORIO LTDA;33057;JOSE WELLIGTON DA SILVA EIRELI;93593;CE;5000.10;1
GERMED FARMACEUTICA LTDA;53333;FARMACIA SANTO ANTONIO;92114;CE;1083.26;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;DROGARIA SAO FRANCISCO;81074;CE;1407.87;1
NEOQUIMICA;47252;FARMACIA GENTIL;83453;CE;18117.80;2
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA FARMAVIDA;87961;CE;235.13;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;TOTAL PLUS;20061;CE;12026.50;2
EMS S/A;5582;FARMACIA SAO JOSE AVENIDA LTDA EPP;80672;CE;4162.40;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA J. C.;100492;PE;1697.42;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FCO ELTON APOLONIO MENDES - ME;80588;CE;1687.84;1
SOFTYS BRASIL LTDA;789603;FARMACENTER;121015;PE;8098.20;1
SOFTYS BRASIL LTDA;789603;FARMACIA MURILO FARMA;121394;CE;15124.78;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FCIA ITINGA;92617;MA;1569.82;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;SERRANA FARMA;96621;CE;2645.52;2
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;JC COMERCIAL VAREJO LTDA;96045;CE;7488.98;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMACIA SAO JOSE IPU EIRELI;80672;CE;1684.62;1
NEOQUIMICA;47252;DROGARIA + ECONOMICA;91836;MA;25000.00;1
HIDROLIGHT DO BRASIL S.A;791209;SUPERFARMA;86849;CE;2758.09;1
NATULAB LABORATORIO LTDA;33057;R F GOMES DE MACEDO ME;96259;CE;16290.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;SUPERFARMA;86849;CE;7300.00;1
NATULAB LABORATORIO LTDA;33057;MARCIA JORDANA ARAUJO LIMA;95658;CE;2799.76;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA PRO VIDA LJ 01 (MATRIZ);86285;CE;10009.77;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARMA FAMA;93659;MA;5652.98;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA SAO MATEUS;80442;CE;15002.44;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;IBIFARMA COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES;118722;CE;3353.81;1
TORRENT DO BRASIL LTDA;792019;FARMACIA PRO VIDA LJ 01 (MATRIZ);86285;CE;1178.57;1
NEOQUIMICA;47252;FARMACIA IDEAL;97922;CE;12767.32;1
NEOQUIMICA;47252;HIPER POPULAR DROGARIAS;96554;MA;5512.66;1
NEOQUIMICA;47252;MEDICAL FARMA;91823;MA;10473.94;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMALOPES;120928;CE;2607.00;1
GERMED FARMACEUTICA LTDA;53333;FARM FERNANDES;86926;CE;50000.00;1
NEOQUIMICA;47252;GASTE MENOS COM MED LTDA;88447;CE;9000.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FCIA POPULAR;54933;PI;6194.56;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;95621;PI;5080.00;1
SOFTYS BRASIL LTDA;789603;DROGARIA FRANCILIO SUPER;95621;PI;50087.80;1
EMS S/A;5582;CELSO FLORENTINO TEIXEIRA SOBRINHO;88717;CE;1185.88;1
NEOQUIMICA;47252;FARMACIA DROGAMEDIC;101723;PE;44288.00;1
TORRENT DO BRASIL LTDA;792019;F NIKELLY PEREIRA DE ALMEIDA;93752;CE;3903.82;1
NATULAB LABORATORIO LTDA;33057;DROGARIA BEM ESTAR;91310;CE;1796.50;1
ACCUMED PROD MED HOSP LTDA;48933;DROGARIA CRISTHUS;81254;CE;1732.91;1
NATULAB LABORATORIO LTDA;33057;DROGARIA SAO JOSE;70432;MA;2312.94;1
ACCUMED PROD MED HOSP LTDA;48933;FORTE FARMA;118720;MA;6902.94;2
KIMBERLY-CLARK BRASIL IND.E CO;30241;F NIKELLY PEREIRA DE ALMEIDA;93752;CE;8008.80;1
GEOLAB IND FARMACEUTICA S/A;33928;DROGARIA NOVA;92724;MA;3050.92;1
TORRENT DO BRASIL LTDA;792019;FARMACIA VITORIA;124075;PI;3307.49;1
LABORATORIO GLOBO LTDA;31305;FCO. ELTON APOLONIO MENDES FIL;80588;CE;1408.83;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;DROGASOL;92558;MA;1175.30;1
NEOQUIMICA;47252;FARMACIA MENOR PREÇO;7971;BA;102000.00;1
NEOQUIMICA;47252;FARMACIA POPULAR;80123;CE;3724.69;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;COMERCIAL FARMACEUTICO JARDIM LTDA;91145;CE;2604.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;DROGA CENTER;60798;PI;1232.89;1
TORRENT DO BRASIL LTDA;792019;FARM.SOLONOPOLES;80564;CE;6428.08;1
NEOQUIMICA;47252;HIPER POPULAR;127779;MA;26472.52;2
SOFTYS BRASIL LTDA;789603;FARMACIA SANTA BRANCA;126589;CE;25428.45;1
EMS S/A;5582;SOARES DROGARIA & PE;92923;MA;1332.30;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;DROGAGILDO;80548;CE;1022.12;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;M. MICHELLE SARAIVA MOREIRA ME;80588;CE;507.63;1
EMS S/A;5582;FARMACIA PECHINCHA;130722;CE;4988.90;1
NATULAB LABORATORIO LTDA;33057;FARMACIA SANTO ANTONIO;92114;CE;2503.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DROGARIA LIMA;81300;CE;1422.90;1
LABORATORIO GLOBO LTDA;31305;FARMACIA SAO MIGUEL;72753;MA;2433.00;1
ACCUMED PROD MED HOSP LTDA;48933;FCIA POPULAR;54933;PI;1040.30;1
NATULAB LABORATORIO LTDA;33057;FARMACIA POPULAR CENTRAL 2;91357;CE;2073.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;ORIGINAL FARMA;88659;CE;1379.41;1
NEOQUIMICA;47252;FARMACIAS DO TRABALHADOR VIVA BEM;97917;MA;2120.99;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;DROGARIA ULTRA POPULAR;95647;MA;1067.35;1
LOLLY BABY PRODUTOS INFANTIS L;30083;GRUPO TOTAL;10000;CE;22000.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FARM.MEDICAL;81399;CE;1025.95;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;SOARES DROGARIA & PE;92923;MA;1277.58;1
TORRENT DO BRASIL LTDA;792019;FARMELHOR JOANA ANGELICA;983;BA;4934.40;1
EMS S/A;5582;HIPER POPULAR;127779;MA;5960.95;2
MILI S/A;789168;HAPFARMA;93619;CE;5170.86;1
NEOQUIMICA;47252;D DE CARVALHO VIEIRA GUEDES EIRELI ME;121189;CE;1076.40;1
SOFTYS BRASIL LTDA;789603;FARMACIAS PORTELA;90866;CE;3589.85;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;THAIS M DE SOUZA;98129;CE;2007.09;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FORTE FARMA;118720;MA;3018.40;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA + AMIGA;97346;CE;14052.00;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARM.SOLONOPOLES;80564;CE;45583.81;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIAS SCALIBUR;94670;MA;23562.36;1
LABORATORIO GLOBO LTDA;31305;FCO ELTON APOLONIO MENDES - ME;80588;CE;1408.83;1
LOLLY BABY PRODUTOS INFANTIS L;30083;DROGATEL FCIA;62251;PI;3572.23;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA SOLONOPOLE;80564;CE;5417.36;1
ACCUMED PROD MED HOSP LTDA;48933;HIPER POPULAR ARARI LTDA;91823;MA;3168.24;1
NEOQUIMICA;47252;FARMACIA DO TRABALHADOR BOM PRECO;94091;CE;1326.13;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FCIA DO TRABALHOR DE;92963;MA;1151.06;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA SAO PEDRO;88472;CE;2000.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;LIBORIO & LIBORIO LTDA;7104;BA;3451.60;2
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA DROGRAMIS;120610;CE;636.60;1
TORRENT DO BRASIL LTDA;792019;POP FARMA;118828;PI;10936.20;3
GEOLAB IND FARMACEUTICA S/A;33928;RICARDO DIAS CARDOSO;94305;MA;3078.81;1
NEOQUIMICA;47252;POPULARFARMA;100366;PI;17222.39;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;DROGARIA + ECONOMICA;91836;MA;18000.00;2
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;SILVA E GALVAO LTDA ME;80555;CE;755.86;1
